judgement_id,tribunal,chamber,chamber_group,hearing_datetime,decision_datetime,created_datetime,publication_datetime,last_updatedtime,file_number,file_no_1,file_no_2,file_no_3,reported_number,reported_no_1,reported_no_2,reported_no_3,neutral_citation_number,ncn_year,ncn_code1,ncn_citation,ncn_code2,claimant,respondent,notes,is_published,subcategory_id,sec_subcategory_id,keywords,decision_type
941,,,,,11/7/2002,11/21/2002,11/21/2002,4/4/2003,,CDLA,2975,2002,,,,,,,,,,,,What is a question of law,1,282,,,
942,,,,,11/8/2002,11/21/2002,11/21/2002,4/3/2003,,CCR,2046,2002,,,,,,,,,,,,"Expert changing his mind at trial on probable period of disablement from accident - how far is tribunal ""irrational"" in not adopting this evidence?",1,72,,,
943,,,,,11/11/2002,11/21/2002,11/21/2002,6/21/2005,,CIB,1650,2002,,IB,7,03,,,,,,,,"Computation of earnings - notional earnings - whether regulation 4(2) of the Computation of Earnings Regulations 1996 ultra vires - whether actual earnings or contractual entitlement under the National Minimum Wage Act 1998 to be taken into account

The claimant had a transitional award of long-term incapacity benefit including an increase for his spouse. The increase was subject to regulation 10 of the Social Security (Incapacity Benefit - Increase for Dependants) Regulations 1994 (i.e. the earnings rule). The effect of regulation 10(2) was that the increase was not payable for any benefit week immediately following any benefit week in which a spouse had earnings, as from April 1998 of £50.35, and as from April 1999 of £51.40. In December 1998 the spouse began work in a launderette owned by a family friend. She usually worked for 24 hours a week and the arrangement was that she was paid £25 per week, irrespective of the actual hours worked (which were sometimes more or less than the usual 24). The launderette owner stated that he could not afford to pay the minimum wage hourly rate. 

In November 1999, following the receipt of information that the claimant's wife was working, a decision superseding the claimant's award of benefit was issued. The decision was that the increase for his spouse was not payable, and that the claimant had ceased to be entitled to that increase, from 11 April 1999. The decision was explicitly based on the fact that the National Minimum Wage Act 1998 came into operation on 1 April 1999 and that from that date the hourly rate of the national minimum wage had to be applied under regulation 4(2) of the Social Security (Computation of Earnings) Regulations 1996 (even though the launderette owner could not afford to pay that rate). A recoverable overpayment was also said to have arisen. Regulation 4(2) of the Computation of Earnings Regulations provides that: ""Where (a) a claimant performs a service for another person; and (b) that person makes no payment of earnings or earns less than that paid for comparable employment in the area, the adjudicating authority shall treat the claimant as possessing such earnings (if any) as is reasonable for that employment unless the claimant satisfies the adjudicating authority that the means of that person are insufficient for him to pay or to pay more for that service; ... ""

The claimant appealed. Following an adjourned hearing the Secretary of State revised the November decision for error of law. The revised decision changed the date of non-payability and loss of entitlement to 14 January 1999, that decision being grounded on the fact that the claimant had not shown that the launderette owner did not have the means to pay the claimant's wife more that £25 per week. It was said that it was reasonable to use the statutory minimum hourly rate in calculating a rate for comparable employment prior to 1 April 1999, unless there was evidence that a higher rate was payable. The overpayment decision was also revised, producing a higher figure for the recoverable overpayment. The claimant's appeal was treated as continuing against the decision as revised and in August 2001 a tribunal dismissed it.

The claimant appealed to the Commissioner, who directed the Secretary of State to identify the provision said to authorise the making of regulation 4(2). The Secretary of State referred to CG/1768/2000, which decided that regulation 6(2)(a) of the Computation of Earnings regulations was authorised by section 3(2)(b) of the Social Security Contributions and Benefits Act 1992. In that case, the Commissioner found that the enabling power in section 3(2)(b) had a similar scope to that contained in section 136(5) of the Act, the latter power having been considered in Owen v. Chief Adjudication Officer (R(IS) 8/99). In the present case, the Secretary of State submitted that if section 3(2)(b) had a similar scope to section 136(5), then it plainly authorised the making of regulation 4(2). The Commissioner held an oral hearing.

Held, allowing the appeal, that:

1.	neither Commissioner's decision CG/1768/2000 nor the Court of Appeal's decision in Owen v. Chief Adjudication Officer (R(IS) 8/99) contains any binding ruling that regulation 4(2) of the Computation of Earnings regulations is authorised by section 3(2) of the Social Security Contributions and Benefits Act 1992 (para. 15); 

2.	section 3(2) of the 1992 Act authorises the making of regulations which correspond either to the arithmetical process of calculating actual figures or to the estimation of true values (para. 16); 

3.	however, the process in play in regulation 4(2) is neither one of estimation nor calculation of true earnings, it being a condition of its application that the person actually receives no or a restricted amount of earnings in return for providing services: regulation 4(2), if all its conditions are met, deems the person to have notional earnings in addition to what have already been found to be the actual earnings (para. 17);

4.	having regard to the precise wording of paragraphs (a) and (b), the words of the former are directed to calculating or estimating actual earnings, while those of the latter give no power to make regulations which treat a person as having earnings they do not have (para. 20);

5.	regulation 4(2) is therefore ultra vires section 3(2) of the 1992 Act (para.21);

6.	section 17 of the National Minimum Wage Act 1998 gives workers a contractual entitlement to be paid the national minimum wage rate. Previous Commissioners' decisions suggested that for the purposes of the Social Security Benefit (Computation of Earnings) Regulations 1978 earnings were what the person in question was entitled to receive, not what he actually received. However, the general structure of the provisions for employed earners in the 1996 Computation of Earnings Regulations establishes a context which shows that what are to be taken into account are payments actually received, not entitlements which have not resulted in payments - and that context is sufficient to displace the general principle stated in paragraph 8 of the Tribunal of Commissioners' decision R(S) 6/86 (paras. 26, 27 and 32);

7.	accordingly, in the present case, the earnings of the claimant's wife to be taken into account under the 1996 regulations, disregarding regulation 4(2), are the payments she actually received from the owner of the launderette with the result that, although there was a relevant change of circumstances when the wife started work (justifying the making of a superseding decision) the superseding decision should not change the previous decision - i.e. the increase remains payable from and including 28 December 1998 (the relevant date) (paras. 34 and 35). The Commissioner found that the tribunal had erred in point of law by applying regulation 4(2) and set its decision aside. The Commissioner substituted his own decision that the claimant's entitlement to an increase for his wife must be given effect for the period from 25 November 1999, that no overpayment was made in the period from 14 January 1999 to 24 November 1999 and that therefore no question of recoverability arose.",1,109,106,,
944,,,,,11/7/2002,11/21/2002,11/21/2002,11/21/2002,,CI,2393,2002,,,,,,,,,,,,Sensitising agent,1,196,,,
945,,,,,10/3/2002,11/25/2002,11/25/2002,1/8/2009,,CSCS,8,2001,,,,,,,,,,,,"Significance of the payment of UK tax and national insurance contributions - whether a person can have more than one habitual residence, or none at all - placing of evidential burden where person has been habitual resident in UK
(Decision reversed by Court of Session on 25.03.04 in LA v (1) Secretary of State for Work and Pensions and (2) TVI)",1,42,240,,
946,,,,,9/24/2002,11/25/2002,11/25/2002,11/25/2002,,CSDLA,264,2002,,,,,,,,,,,,Correct approach for tribunals to take when dealing with an appeal from a supersession - deficiencies of forms given to decision makers and tribunals to use,1,256,,,
947,,,,,11/13/2002,11/25/2002,11/29/2002,11/29/2002,,CI,2746,2002,,,,,,,,,,,,"Off-set under reg 11(3), order of deductions",1,203,,,
948,,,,,11/8/2002,11/29/2002,12/6/2002,12/6/2002,,CI,660,2001,,,,,,,,,,,,Blanching becoming noticeable,1,183,,,
949,,,,,11/19/2002,11/29/2002,11/29/2002,4/3/2003,,CCS,1925,2002,,,,,,,,,,,,Failure of tribunal to give evidence sent from one party to the other parties,1,48,,,
950,,,,,11/15/2002,11/29/2002,11/29/2002,5/17/2005,,CCR,3808,2000,,CR,2,03,,,,,,,,"Compensator's appeal to tribunal after deducting amount of certificate of recoverable benefits from payment into court - scope of appeal

The claimant sued her employers in respect of an accident at work. The compensator made a net payment into court after deducting under section 8 of the Social Security (Recovery of Benefits) Act 1997 (""the Act""), the amount specified in the certificate of recoverable benefits issued under the Act. The claimant accepted the net payment in. The claimant subsequently asked for a review of the certificate on the grounds that if the accident had not happened psychological problems would have prevented her from working after age 60 but she would not have experienced any significant back pain before age 65, with the consequence that her claim for damages had not included loss of earnings after age 60 or loss of mobility. The Secretary of State confirmed the certificate. The compensator then appealed on alternative grounds either that the claimant's condition was largely constitutional or, adopting the claimant's own ground of review, that as she would have been unable to work after age 60, benefits paid after her 60th birthday were not recoverable. The tribunal allowed the appeal finding that benefit paid since the claimant's 60th birthday, was not paid in respect of injuries sustained in the accident. The Secretary of State appealed on the ground of the inadequacy of the tribunal's reasons for their finding.

Held, allowing the appeal, that:

1.	as no appeal lay to a tribunal against a deduction under section 8 of the Act, any dispute as to the entitlement of a compensator to make such a deduction was to be determined by the court seized of the compensation proceedings and accordingly the claimant's remedy had been to refuse to accept the payment in unless the deduction was reduced (paragraph 5);

2.	 if a compensator made a deduction under section 8 of the Act, that implied an acceptance that the benefits were paid in consequence of the relevant accident and it was inconsistent then to argue that they were not (paragraph 10);

3.	regulation 11 of the Social Security (Recovery of Benefits) Regulations 1997 (S.I. 1997 No. 2205) provided for adjustments to be made between the parties where a review of or an appeal against a certificate of recoverable benefits resulted in the certificate being revoked and/or replaced with a fresh certificate which had the consequence that a compensator had no interest in appealing against a certificate where the whole of the amount of the certificate had been deducted under section 8 from compensation due to the claimant (paragraph 11);

4.	the tribunal's decision was erroneous in point of law because the reasons given for their decision were not supported by evidence, being based on a misunderstanding of the claimant's grounds for applying for the review (paragraph 14);

5.	a tribunal hearing an appeal under the Act should generally have regard to the basis on which a case is settled by parties acting with the benefit of legal advice and should be slow to accept an argument advanced by a compensator that is inconsistent with a section 8 deduction unless it is supported by the claimant who is the only person who actually has any interest in it or an argument advanced by a claimant that is inconsistent with the basis on which compensation was obtained or upon which benefits were claimed (paragraph 16).

The Commissioner substituted his own decision confirming the original certificate of recoverable benefits",1,73,,,
951,,,,,11/13/2002,11/29/2002,11/29/2002,11/29/2002,,CIS,1385,2002,,,,,,,,,,,,Average period for offshore worker,1,235,,,
952,,,,,11/19/2002,12/2/2002,12/2/2002,4/4/2003,,CDLA,3017,2002,,,,,,,,,,,,Standing to cook,1,97,,,
953,,,,,11/20/2002,12/6/2002,12/6/2002,4/7/2003,,CG,2965,2002,,,,,,,,,,,,Male survivor of unmarried couple not entitled to bereavement benefit - any article 14 discrimination objectively justified under margin of appreciation,1,144,,,
954,,,,,11/25/2002,12/6/2002,12/6/2002,4/4/2003,,CDLA,3778,2002,,,,,,,,,,,,Use of microwave oven,1,97,,,
955,,,,,11/28/2002,12/6/2002,12/6/2002,12/6/2002,,CIS,2599,2002,,,,,,,,,,,,Relevance of there being no sexual relationship,1,218,,,
956,,,,,11/21/2001,12/6/2002,12/6/2002,12/6/2002,,CIB,4673,2001,,,,,,,,,,,,Absence of representative for Secretary of State,1,275,,,
957,,,,,11/18/2002,12/6/2002,12/6/2002,4/7/2003,,CI,1452,2002,,,,,,,,,,,,Decisions and Appeals Regulation 26 ( c ) - appeal against assessment surely or also against entitlement? Lateness of claim overlooked,1,208,,,
958,,,,,11/28/2002,12/10/2002,12/10/2002,4/3/2003,,CCS,2861,2001,,,,,,,,,,,,Burden of proof,1,48,,,
959,,,,,11/28/2002,12/13/2002,12/13/2002,4/7/2003,,CI,2531,2001,,,,,,,,,,,,Cut-off date for reduced earnings allowance,1,183,,,
960,,,,,12/9/2002,12/18/2002,12/18/2002,4/7/2003,,CH,2659,2002,,,,,,,,,,,,Significance of Court of Appeal in Upton,1,127,52,,
961,,,,,12/4/2002,12/18/2002,12/18/2002,4/7/2003,,CH,2323,2002,,,,,,,,,,,,Relevance of verification framework in tribunal proceedings,1,135,,,
962,,,,,11/27/2000,12/18/2002,12/18/2002,12/18/2002,,CCR,4307,2000,,,,,,,,,,,,Misdiagnosis of effects of accident,1,72,,,
963,,,,,12/2/2002,12/18/2002,12/18/2002,4/7/2003,,CIB,4401,2001,,,,,,,,,,,,When proof of notice is needed,1,66,68,,
964,,,,,12/5/2002,12/18/2002,12/18/2002,4/3/2003,,CCS,1246,2002,,,,,,,,,,,,Can income be diverted in the case of partnership?,1,35,32,,
965,,,,,12/3/2002,12/18/2002,12/18/2002,4/7/2003,,CIB,3814,2002,,,,,,,,,,,,"Use of meaningless standard form wording

Duty to weigh all expert evidence",1,282,274,,
966,,,,,8/16/2000,12/23/2002,12/23/2002,12/23/2002,,CSDLA,101,2000,,,,,,,,,,,,Directions contained in decisions which are given without reasons have no precedent value,1,69,61,,
967,,,,,9/4/2000,12/23/2002,12/23/2002,12/23/2002,,CIS,20002,2000,,,,,,,,,,,,Where a split decision is given for separate periods - whether the decision for a part period is is final,1,285,,,
968,,,,,7/26/2000,12/23/2002,12/23/2002,12/23/2002,,CSIB,889,1998,,,,,,,,,,,,Whether claimant could avoid incontinence through control of diet,1,161,,,
969,,,,,10/2/2000,12/23/2002,12/23/2002,12/23/2002,,CI,17220,1996,,,,,,,,,,,,Disease present before 5 July 1948,1,195,,,
970,,,,,10/4/2000,12/23/2002,12/23/2002,12/23/2002,,CCS,7555,1999,,,,,,,,,,,,Housing costs - Child Support Departure Direction and Consequential Amendments Regulations 1996 regulation 26,1,38,,,
971,,,,,10/9/2000,12/23/2002,12/23/2002,12/23/2002,,CIB,5170,1999,,,,,,,,,,,,Invalidity and incapacity benefits - effect of transitional provisions where claimant worked some weeks and not others,1,234,,,
972,,,,,9/22/2000,12/23/2002,4/19/2005,4/19/2005,,CSDLA,531,2000,,,,,,,,,,,,Status of summary grounds on decision notice - whether inconsistency between summary of grounds and the statement of reasons constitutes and error of law,1,282,61,,
973,,,,,10/13/2000,12/23/2002,12/23/2002,12/23/2002,,CIS,5430,1999,,,,,,,,,,,,"Meaning of ""written advice given"" - Social Security (Claims and Payments) Regulations 1987, regulation 19(5)(e)",1,57,,,
974,,,,,9/28/2000,12/23/2002,12/23/2002,12/23/2002,,CG,1822,1998,,,,,,,,,,,,Widow's benefit - foreign marriages and divorces - evidence of validity of ceremonies in Bangladesh,1,219,,,
975,,,,,10/25/2000,12/23/2002,12/23/2002,12/23/2002,,CIS,5131,1998,,,,,,,,,,,,Whether relevant that Department had computer records of information that claimant was asked to provide on claim form,1,229,,,
976,,,,,12/19/2000,12/23/2002,12/23/2002,12/23/2002,,CG,4494,1999,,,,,,,,,,,,"Disclosure 'reasonably to be expected' - whether information given to one part of the Department of Social Security relevant to a failure to disclose to another part of the Department

See also CG 5631 1999",1,229,,,
977,,,,,12/19/2000,12/23/2002,12/23/2002,12/23/2002,,CG,5631,1999,,,,,,,,,,,,Disclosure 'reasonably to be expected' - relevance of inter-office computer links within the Department of Social Security,1,229,,,
978,,,,,10/19/2000,12/23/2002,12/23/2002,12/23/2002,,CSIB,160,2000,,,,,,,,,,,,Whether necessary for tribunal to consider all mental health descriptors,1,163,,,
979,,,,,11/13/2000,12/23/2002,12/23/2002,12/23/2002,,CG,160,1999,,,,,,,,,,,,Whether reasonable to expect claimant to make enquiries about material facts,1,229,,,
980,,,,,9/22/1999,12/23/2002,12/23/2002,12/23/2002,,CIS,16769,1996,,,,,,,,,,,,Transitional provisions from October 1995,1,174,,,
981,,,,,11/27/2000,12/23/2002,12/23/2002,12/23/2002,,CDLA,4388,1999,,,,,,,,,,,,Whether claimant who can walk 50 yards without discomfort always capable of walking,1,91,,,
982,,,,,11/10/2000,12/23/2002,12/23/2002,12/23/2002,,CDLA,1095,1999,,,,,,,,,,,,Whether link required between physical disabilities and impaired body functions,1,93,,,
983,,,,,9/20/1999,12/23/2002,12/23/2002,12/23/2002,,CI,105,1998,,,,,,,,,,,,Whether a conversation can cause an accident,1,179,,,
984,,,,,8/10/2000,12/23/2002,12/23/2002,12/23/2002,,CIS,4510,1998,,,,,,,,,,,,Asylum seeker - whether diplomat entitled to claim income support when seeking asylum - Diplomatic Privileges Act 1964,1,242,,,
985,,,,,12/10/2002,1/9/2003,1/9/2003,4/7/2003,,CIB,2751,2002,,,,,,,,,,,,"Relying on the convention than rather than common law

Consideration of applications for domicilary hearings

This decision also includes CS 3202 2002",1,136,275,,
986,,,,,11/29/2002,1/9/2003,1/9/2003,4/7/2003,,CIB,3126,2002,,,,,,,,,,,,"Improvement between decision date and tribunal hearing cannot be taken into account - SSA 1998, S12(8)(b)",1,171,,,
987,,,,,12/2/2002,1/9/2003,1/9/2003,1/9/2003,,CDLA,3831,2002,,,,,,,,,,,,"Awards not to be limited simply because claimants are very young

Effect of congenital central hypoventilation syndrome",1,80,88,,
988,,,,,12/9/2002,1/9/2003,1/9/2003,4/3/2003,,CCS,3405,2002,,,,,,,,,,,,Whether acceptance by Revenue of self-assessment tax return prevents conclusion that income under-declared,1,32,,,
989,,,,,12/12/2001,1/9/2003,1/9/2003,1/9/2003,,CIS,4533,2001,,,,,,,,,,,,Whether jurisdiction to hear appeal from the setting aside of a tribunal decision under section 13 of the Social Security Act 1998,1,60,,,
990,,,,,12/12/2002,1/9/2003,1/9/2003,4/3/2003,,CCR,4558,2001,,,,,,,,,,,,"Desirability of tribunal seeing the Part 36 notice when payment into court

Identifying parties in compensation recovery cases",1,73,74,,
991,,,,,12/13/2002,1/9/2003,1/9/2003,4/3/2003,,CA,2642,2001,,,,,,,,,,,,"Whether daytime attention ""frequent""",1,93,,,
992,,,,,12/17/2002,1/9/2003,1/9/2003,4/7/2003,,CIS,3113,2002,,,,,,,,,,,,Effect of finding of living together as husband and wife on entitlement to income support,1,227,254,,
993,,,,,12/24/2002,1/9/2003,1/9/2003,1/17/2003,,CSA,248,2002,,,,,,,,,,,,Renewal claim for attendance allowance  circumstances arising after renewal claim made  effect of section 12(8)(b) Social Security Act 1998  CDLA 3848 2001 considered,1,59,86,,
994,,,,,12/19/2002,1/9/2003,1/9/2003,7/15/2004,,CJSA,4721,2001,,,,,,,,,,,,"Whether the claimant was an ""employed earner""

Whether travelling expenses may be deducted when calculating earnings

An appeal by the claimant  to the Court of Appeal was not pursued",1,113,106,,
995,,,,,12/19/2002,1/21/2003,1/21/2003,4/7/2003,,CIS,3544,2002,,,,,,,,,,,,Child maintenance bonus - whether bonus period runs when child support assessment maintenance of nil in force,1,176,,,
996,,,,,1/2/2003,1/21/2003,,2/7/2003,,CDLA,5156,2001,,,,,,,,,,,,"Decisions to be given following an application for reconsideration

Whether tribunal entitled to treat a revision as a supersession",0,248,283,,
997,,,,,12/13/2002,1/21/2003,1/21/2003,1/30/2006,,CIS,4218,2001,,IS,1,04,,,,,,,,"Human rights - recovery of overpayments - ""fair and public hearing within a reasonable time"" - whether proceedings criminal within Article 6 - when dispute starts for purposes of determining whether delay unreasonable

The claimant was in receipt of income support as a lone parent. In September 1994 she began a BA course and in December 1994 received the first instalment of a grant. She did not inform the income support office of the grant income. As the grant fell to be taken into account as income in the calculation of her income support, there was an overpayment of benefit. The Benefits Agency investigated the overpayment in January 1996, by which time she had abandoned the course, but no action was taken on the information obtained until October 2000, when a decision maker superseded the decision awarding benefit prior to September 1994 and decided that there had been a recoverable overpayment from September 1994 to September 1995. On appeal a tribunal confirmed the decision. In her appeal to the Commissioner the claimant argued that, because of the Secretary of State's delay, there had been a breach of her right to a fair trial under Article 6 of the European Convention on Human Rights.

Held, allowing the appeal in part, that:

1.	the imposition of a liability to repay overpaid benefit was not a penalty by way of punishment, and accordingly did not attract the protections afforded by Article 6(3) to persons charged with criminal offences (paragraphs 13-18);

2.	the claimant was entitled under Article 6(1) to a fair hearing within a reasonable time, but the time to be considered started with the supersession decision in October 2000, which was the first legal step in the process of recovery of the overpayment, and there was no unreasonable delay between that date and the hearing of her appeal in May 2001 (paragraphs 19-22);

3.	on the facts the claimant was not significantly disadvantaged in pursuing her case by the lapse of time, and so there was no breach of the principles of natural justice or equality of arms. Even if there had been such a breach, there was no proportionate remedy within the power of a tribunal or Commissioner (paragraphs 23 and 24);

4.	there was no breach of Article 1 of Protocol 1 as no legitimate expectation that repayment would not be required had been created (paragraph 25);

5.	the tribunal had erred in failing to investigate the facts and adjust the period of the recoverable overpayment accordingly (paragraphs 27-35).
The Commissioner substituted his own decision reducing the amount of recoverable overpayment.",1,138,229,,
998,,,,,5/2/2001,1/21/2003,1/21/2003,8/31/2006,,CJSA,4890,1998,,JSA,1,05,,,,,,Hockenjos v Secretary of State for Social Security [2001] EWCA Civ 624,,"Discrimination on ground of sex - Council Directive 79/7/EEC - parents with shared care of child - whether income-based JSA within scope of Directive

The claimant was separated from his wife. At the time of his claim for jobseeker's allowance (JSA) his two children resided with him for roughly half the week, but the mother was in receipt of child benefit in respect of both children. The adjudication officer decided that the claimant was entitled to income-based JSA, but that the amount payable should not include any additional amount in respect of the children, because he was not in receipt of child benefit and was therefore not to be treated as responsible for them by the definition in regulation 77(1) of the Jobseeker's Allowance Regulations 1996. The claimant appealed to an appeal tribunal, which upheld the adjudication officer's decision. The claimant appealed to the Commissioner, arguing that the statutory provisions linking increases in respect of children to receipt of child benefit favoured mothers over fathers and therefore contravened the anti-discrimination conditions in Directive 79/7/EEC. The Commissioner, relying on Jackson and another v Chief Adjudication Officer (Case C-63/91) [1992] ECR I-4737, R(IS) 10/91, concluded that income-based JSA did not fall within Article 3 of the Directive as providing protection against the risk of unemployment, but was analogous to income support. The claimant appealed to the Court of Appeal, before whom the main issue was whether the statutory scheme for that allowance provided protection against the risk of unemployment. There was also a dispute as to whether the way the additional amount of income-based JSA was awarded was prohibited by Article 4 of the Directive as being discriminatory.

Held, allowing the appeal, that:

It is clear from the long title, section 1 and other sections of the Jobseekers Act 1995 that contributory and income-based JSA form part of a comprehensive statutory scheme which provides protection against the risk of unemployment, and therefore both fall within Article 3 of Directive 79/7/EEC (paragraph 31).
The Court remitted the case to the Commissioner to consider the issue of discrimination. (See R(JSA) 2/05.)",1,117,121,,
999,,,,,1/16/2003,1/21/2003,1/21/2003,4/7/2003,,CIS,2641,2002,,,,,,,,,,,,Is knowledge of capital rule necessary?,1,25,,,
1000,,,,,1/2/2003,1/22/2003,1/22/2003,4/4/2003,,CDLA,5196,2001,,,,,,,,,,,,"Decisions to be given following an application for reconsideration

Whether tribunal entitled to treat a revision as a supersession",1,248,283,,
1001,,,,,11/20/2002,1/22/2003,1/22/2003,1/22/2003,,CIS,2211,2002,,,,,,,,,,,,Lump sum award for claimant administered by Court of Protection - capital and income disregarded - whether payments from the fund turn into capital and generate tariff income for IS purposes - CIS 929 2000 followed,1,102,107,,
1002,,,,,12/20/2002,1/27/2003,1/27/2003,1/27/2003,,CIB,3814,2001,,,,,,,,,,,,"When the activity of standing is in issue it is necessary to consider both how long the claimant can stand without having to sit down and how long he or she can stand without having to move around: CSIB 60 1996 followed

Standing does not mean standing stock still.  Any normal person who stands for a period will move to a certain degree.  These involuntary movements are not relevant to the descriptor.  In deciding what is relevant tribunals should concentrate on how long a claimant can stand before he or she needs or has to move around (or to sit down)",1,152,,,
1003,,,,,8/12/2002,1/27/2003,1/27/2003,4/7/2003,,CI,126,2002,,,,,,,,,,,,"Supersession following results of a spirometric test of claimant's airflow - circumstances in which a spirometric test may be inaccurate 

Tribunal practice when there is discrepancy in spirometic tests",1,199,256,,
1004,,,,,1/17/2003,1/30/2003,1/30/2003,1/30/2006,,CIS,540,2002,,IS,6,04,,,,,,,,"Human Rights - whether contrary to Article 6 of the Convention to exclude rights of appeal against decisions as to whether and when claims made in the prescribed manner 

Human Rights - whether a tribunal or Commissioner had to apply Article 6 of the Convention even where the decision under appeal was made prior the commencement of the Human Rights Act 1998

The claimant appealed to a tribunal the question of whether he had submitted a properly completed form, so as to have validly claimed income support from 31 January 2001. The tribunal decided that a form which complied with the prescribed requirements for a claim had not been submitted until 17 April 2001, which was therefore the date of claim. The Secretary of State did not at that stage dispute the tribunal's jurisdiction to decide the question.

Upon the claimant appealing to the Commissioner, the Secretary of State submitted that the claimant had, in any case, no right of appeal to a tribunal on a question as to whether a claim had been validly made in accordance with the Social Security (Claims and Payments) Regulations 1987, nor as to the date of any such claim. These were decisions against which no appeal lay pursuant to regulation 27 and paragraph 5 of Schedule 2 to the Social Security and Child Support (Decisions and Appeals) Regulations 1999. The claimant contended, in reply, that those regulations were either ultra vires or contrary to Article 6 of the European Convention on Human Rights. The Human Rights Act 1998 came into force on 2 October 2000.

Held, allowing the appeal and remitting the case for further findings on whether there had been a material non-compliance with the rules for making a claim, that:  

1.	Prior to the coming into force of the Social Security Act 1998, decisions as to whether and when a claim was validly made in compliance with prescribed requirements were taken by adjudication officers, with a right of appeal to a tribunal, and this was unaffected by the amended requirements for making income support and jobseeker's allowance claims, introduced on 6 October 1997 (paragraphs 8-10);
	
2.	following the coming into force of the Social Security Act 1998, such decisions were taken by the Secretary of State and carried rights of appeal to a tribunal pursuant to section 12(1)(a) of that Act, unless validly excluded by regulation 27 and paragraph 5 of Schedule 2 to the Social Security and Child Support (Decisions and Appeals) Regulations 1999 (paragraphs 11-22);	

3.	those regulations were not ultra vires the enabling powers in the Social Security Act 1998 at the time they were made (paragraphs 23-29);	

4.	they were, however, contrary to Article 6 of the Convention and of no applicable effect from 2.10.00, insofar as they purported to exclude rights of appeal against decisions as to whether and when a claim was validly made in compliance with prescribed requirements, where those rights existed prior to the Social Security Act 1998 and would now otherwise arise under section 12 of that Act (paragraphs 39-48);	

5.	section 6 of the Human Rights Act 1998 required that a tribunal or Commissioner consider whether the purported exclusion of appeal rights by statutory instrument was contrary to Article 6 since this concerned the tribunal's own actions, even if the decision appealed against was taken prior  
to commencement of the Act: Wilson v. First County Trust Ltd (No. 2) [2002] QB 74 followed (paragraphs 30-37).",1,283,138,,
1005,,,,,1/20/2003,1/30/2003,1/30/2003,4/7/2003,,CIS,758,2002,,,,,,,,,,,,Appeal rights on claims questions,1,283,138,,
1006,,,,,1/20/2003,1/30/2003,1/30/2003,1/30/2003,,CDLA,282,2002,,,,,,,,,,,,Lower rate mobility and person with skin complaint,1,90,,,
1007,,,,,1/20/2003,1/30/2003,1/30/2003,4/3/2003,,CCS,1040,2002,,,,,,,,,,,,"Omission of dividends a diversion of income

Tribunal must consider regulation 40 whenever relevant",1,35,38,,
1008,,,,,1/21/2003,1/30/2003,1/30/2003,4/7/2003,,CH,3594,2002,,,,,,,,,,,,"Omission of dividends a diversion of income

Tribunal must consider regulation 40 whenever relevant",1,275,278,,
1009,,,,,1/17/2002,1/31/2003,1/31/2003,4/3/2003,,CCS,4242,2002,,,,,,,,,,,,Control of company-enforcement against co-director likely to destroy company,1,35,,,
1010,,,,,1/24/2003,1/31/2003,1/31/2003,4/7/2003,,CH,4831,2002,,,,,,,,,,,,Can a tenancy at will ever be on a commercial basis?,1,131,,,
1011,,,,,1/24/2003,1/31/2003,1/31/2003,1/31/2003,,CH,2443,2002,,,,,,,,,,,,Employers not liable for overpayments,1,232,,,
1012,,,,,1/15/2003,2/3/2003,2/3/2003,4/7/2003,,CIS,4843,2002,,,,,,,,,,,,Paragraph 4(b) of Schedule 10 - estrangement - not same as separation,1,19,,,
1013,,,,,1/27/2003,2/6/2003,2/6/2003,4/3/2003,,CCS,1626,2002,,,,,,,,,,,,"Tribunal using that judgement on evidence available to establish income

Tribunal with financial member can rely on financial expertise",1,32,284,,
1014,,,,,1/27/2003,2/6/2003,2/6/2003,4/4/2003,,CDLA,4346,2001,,,,,,,,,,,,Reviews in DLA cases - what is operative decision - only one award of DLA at any one time - meaning of award,1,253,,,
1015,,,,,1/27/2003,2/6/2003,2/6/2003,4/3/2003,,CCS,2447,2002,,,,,,,,,,,,Loan to buy a yacht,1,40,,,
1016,,,,,1/28/2003,2/6/2003,2/7/2003,4/3/2003,,CCS,3671,2002,,,,,,,,,,,,When is a profit derived from employment,1,32,,,
1017,,,,,1/28/2003,2/6/2003,4/4/2003,4/4/2003,,CCS,3671,2002,,,,,,,,,,,,When is a profit derived from employment,1,32,,,
1018,,,,,1/16/2003,2/7/2003,2/7/2003,2/7/2003,,CI,3767,2002,,,,,,,,,,,,"Causes of unexplained chronic pain

An appeal tribunal is normally entitled to rely on expert medical research papers in industrial injury cases as the basis of its medical opinion without producing the papers to the claimant",1,208,285,,
1019,,,,,1/27/2003,2/25/2003,2/25/2003,4/7/2003,,CIS,3268,2002,,,,,,,,,,,,"Date at which ""diminishing notional capital rule"" comes into play",1,25,26,,
1020,,,,,1/24/2003,3/3/2003,3/3/2003,3/3/2003,,CI,1714,2002,,,,,,,,,,,,Corroboration not required,1,178,,,
1021,,,,,1/27/2003,3/3/2003,3/3/2003,3/21/2003,,CIB,4404,2002,,,,,,,,,,,,"Whether ""frequently feels scared or panicky for no obvious reason""",1,163,,,
